zodiac,question,card1,card2,card3,reading
Cancer,What is my soul guiding me to study?,Knight of Swords,Justice,Strength,"Cancer, your cards suggest a field requiring sharp intellect (Knight of Swords), fairness (Justice), and resilience (Strength).  Law, advocacy, or medicine could be good fits. Follow your analytical and compassionate nature."
Aries,What is my soul guiding me to study?,Knight of Swords,The Devil,Queen of Cups,"Reading:  Aries, your intellect (Knight of Swords) is battling unhealthy obsessions (The Devil), so consider creative emotional outlets (Queen of Cups). You're driven to pursue knowledge strategically, but avoid addictive patterns. Choose subjects that balance logic and creativity."
Leo,How can I connect my education to my life purpose?,Five of Swords,The Fool,The Chariot,"Reading:  Leo, the Five of Swords suggests past conflicts are holding you back. The Fool and The Chariot encourage a fresh start and focused drive towards integrating your learning.  Embrace new beginnings and steer your knowledge towards your goals."
Sagittarius,Is it time to take a break or continue pushing forward?,Four of Pentacles,Seven of Wands,Ten of Pentacles,"Sagittarius, you're holding on tight to resources (Four of Pentacles) and defending your position (Seven of Wands), aiming for long-term security (Ten of Pentacles). This suggests you're close to achieving a stable foundation.  Keep going a bit longer; the payoff is near."
Aquarius,What skills should I develop through my education?,Nine of Wands,The Lovers,Three of Cups,"Aquarius, the Nine of Wands suggests building resilience and finishing what you start.  The Lovers points towards collaboration and choosing subjects you love.  The Three of Cups encourages teamwork and networking skills. Focus on collaboration and perseverance in your chosen field."
Taurus,Will I succeed in my current academic goals?,Four of Pentacles,Death,Five of Wands,"Reading:  Taurus, you're clinging tightly to your resources (Four of Pentacles), but a big change is coming (Death).  Expect some challenges and disagreements along the way (Five of Wands).  Embrace the transformation and don't be afraid to ask for help."
Leo,What lesson am I learning through my education?,Eight of Pentacles,Knight of Wands,Two of Pentacles,"Leo, you're learning the value of focused effort (Eight of Pentacles) while balancing your passion projects (Knight of Wands) with other commitments (Two of Pentacles).  You're developing important time management and prioritization skills.  Stay organized to maximize your learning."
Virgo,Should I change my major or course of study?,Knight of Pentacles,Two of Cups,Queen of Wands,"Virgo, the Knight of Pentacles suggests sticking with your current path for now.  The Two of Cups shows good collaboration with others in this field.  The Queen of Wands encourages you to find ways to ignite your passion within your current major. Consider focusing on what excites you within your existing studies."
Virgo,Will my efforts in school lead to success?,Queen of Wands,Ace of Swords,Two of Wands,"Reading:  Virgo, your passion (Queen of Wands) and sharp mind (Ace of Swords) will open doors (Two of Wands).  You have the tools and drive to succeed.  Keep focused on your goals and don't be afraid to take calculated risks."
Aquarius,How can I stay motivated in my studies?,Queen of Swords,Five of Cups,Knight of Wands,"Aquarius, the Queen of Swords suggests focusing on clear, logical study goals.  The Five of Cups shows you dwelling on past setbacks; let them go. The Knight of Wands urges you to pursue your studies with renewed passion.  Regain your enthusiasm by embracing new learning strategies."
Taurus,Am I ignoring an opportunity to grow intellectually?,Queen of Wands,Death,Ten of Pentacles,"Reading:  The Queen of Wands shows you have the passion, but Death suggests a necessary ending to old habits.  The Ten of Pentacles points to the long-term security that intellectual growth can offer. Embrace change to build a stronger foundation."
Gemini,How can I perform better in my exams?,Ace of Swords,The World,The Tower,"Gemini, the Ace of Swords points to a fresh, focused approach to studying.  The World suggests you already have all the resources you need. The Tower advises letting go of old study habits that aren't working.  Just change things up!"
Sagittarius,How can I overcome distractions while studying?,Ace of Pentacles,Nine of Pentacles,Ten of Wands,"Reading:  The Ace of Pentacles suggests a fresh start with practical organization.  The Nine of Pentacles shows you're capable of focused effort, but the Ten of Wands hints at burnout from trying too much.  Schedule regular breaks and prioritize one subject at a time."
Libra,How can I better organize my academic life?,Page of Wands,Two of Pentacles,Ace of Pentacles,"Reading:  Libra, the Page of Wands sparks new study ideas.  The Two of Pentacles suggests balancing your workload. The Ace of Pentacles indicates a fresh start for financial or academic resources. Start small, find balance, and new opportunities will grow."
Pisces,What is my soul guiding me to study?,Eight of Swords,Four of Swords,King of Swords,"Pisces, you may feel stuck and need a mental break before deciding.  The cards suggest research and intellectual pursuits, maybe law or communications. Consider taking time to reflect and strategize before diving in."
Sagittarius,How can I overcome distractions while studying?,Five of Swords,Nine of Pentacles,The Tower,"Reading:  Sagittarius, the Five of Swords suggests unproductive conflict is stealing your focus. The Nine of Pentacles points to the need for a dedicated study space and routine. The Tower signifies a necessary change in your current habits.  Structure your environment and schedule; success will follow."
Leo,How can I stay confident in challenging subjects?,Nine of Cups,Ace of Pentacles,Page of Pentacles,"Reading:  The Nine of Cups shows your wishes are within reach. The Ace and Page of Pentacles signal a fresh start and a need for focused learning.  Keep studying steadily, Leo, and you'll feel great about your progress."
Taurus,Am I undervaluing my academic potential?,Eight of Cups,Four of Cups,Ten of Swords,"Taurus, you're walking away from something good (Eight of Cups) because you're bored or dissatisfied (Four of Cups), but this could lead to burnout (Ten of Swords). You're likely underestimating your academic abilities and sticking with the familiar. Try something new and challenging."
Virgo,What does the future hold for my academic journey?,Death,Knight of Pentacles,Ace of Swords,"Reading:  Virgo, your academic journey is about to transform significantly, leading to a slow but steady climb towards mastery.  New, exciting ideas will bring clarity and a fresh perspective. Embrace the change and focus on the practical steps to achieve your goals."
Libra,Is this the right time to pursue new learning?,Four of Cups,Nine of Cups,Ace of Wands,"Libra, you seem a little bored with current options (Four of Cups), but you're mostly content (Nine of Cups) and have the energy to start something new (Ace of Wands). It's a good time to explore learning; go for it!"
