zodiac,question,card1,card2,card3,reading
Aries,How can I align my career with my passions?,Nine of Cups,Eight of Wands,Six of Cups,Reading:  The Nine of Cups suggests you're close to career satisfaction. The Eight of Wands shows quick movement and progress towards your goals.  The Six of Cups hints at using past skills in a new way.  Embrace opportunities that combine your talents with your joy.
Aries,How do I break free from career stagnation?,Seven of Pentacles,Page of Swords,King of Cups,"Aries, the Seven of Pentacles suggests you're putting in the work but lacking direction. The Page of Swords encourages a fresh perspective and strategic thinking. The King of Cups reminds you to balance logic with emotional intelligence.  Consider researching new skills or networking to gain a different outlook."
Capricorn,How do my coworkers truly see me?,The Hanged Man,The Moon,Seven of Swords,"Capricorn, your coworkers see you as thoughtful yet a bit detached (The Hanged Man).  They may feel some uncertainty or confusion about your intentions (The Moon, Seven of Swords). Consider being more open and communicative to build trust."
Aquarius,Is this job a stepping stone or long-term opportunity?,Five of Swords,The Tower,Two of Swords,Reading:  This job likely involves conflict (Five of Swords) and unexpected change (The Tower).  Indecision surrounds your next move (Two of Swords).  Consider if this environment truly serves your long-term goals.
Capricorn,How can I be more confident in my career path?,Ten of Wands,The Empress,The High Priestess,"Reading:  Capricorn, you're shouldering a heavy load, but you have the nurturing and intuitive power within you. Trust your inner voice; you have the skills to manage these responsibilities.  Delegate tasks and embrace your natural leadership."
Capricorn,Should I relocate for better opportunities?,Judgement,Three of Wands,Death,"Reading:  Judgement suggests you're ready for a big change, Capricorn. The Three of Wands shows potential for growth if you expand your horizons. Death indicates the ending of a current cycle, making way for something new.  Consider the move–it’s time for fresh opportunities."
Taurus,Am I working in the right environment?,Eight of Swords,The Moon,Seven of Wands,"Taurus, the Eight of Swords, Moon, and Seven of Wands suggest you feel trapped and unsure in your current work environment.  You're facing challenges, but also showing resilience. Trust your gut, it's time to evaluate your options and maybe explore some new paths."
Scorpio,What career best suits my soul's calling?,Five of Pentacles,The Tower,Ace of Wands,"Reading:  Scorpio, the Five of Pentacles suggests a period of hardship before finding your path. The Tower signifies a necessary breakdown of old structures to make way for the new, indicated by the Ace of Wands' spark of creative inspiration.  Embrace the change and explore your creative side."
Libra,What is blocking my career growth?,The Hierophant,Two of Swords,Ace of Cups,"Libra, you're clinging to old ways of thinking (Hierophant) and avoiding a tough decision (Two of Swords). This prevents you from embracing new emotional beginnings (Ace of Cups) at work.  Open yourself to new perspectives and make a choice."
Scorpio,What career decision will bring me the most peace?,Four of Swords,Strength,The Hermit,"Reading:  Scorpio, the Four of Swords suggests you need rest before deciding. Strength shows you have the inner power to handle any choice. The Hermit points towards introspection and solo work.  Take some time off to reflect on your career values before going solo."
Taurus,Is fear holding me back from professional success?,Five of Pentacles,Page of Pentacles,Judgement,"Taurus, the Five of Pentacles suggests you're feeling a lack of resources. The Page of Pentacles and Judgement show potential for learning and a fresh start, though. Focus on building your skills and embracing new opportunities."
Libra,Will my current project be successful?,Ten of Pentacles,Three of Cups,Knight of Swords,"Libra, the Ten of Pentacles and Three of Cups suggest long-term success and collaborative joy in your project.  The Knight of Swords hints at a need for quick, decisive action.  Stay focused and communicative to reach your goals."
Pisces,How can I overcome challenges at work?,Justice,The Devil,Death,Reading:  Justice reveals a need for fairness and balance; are you taking on too much? The Devil suggests unhealthy attachments at work; detach from office drama. Death signifies a necessary ending; perhaps a project or even a role needs to be released to make space for something better. Let go of what's not working and focus on setting healthy boundaries.
Aries,Will my hard work pay off soon?,Ace of Pentacles,Nine of Pentacles,Eight of Pentacles,"Aries, your efforts are about to manifest into something tangible.  You've developed valuable skills and are close to achieving financial stability.  Keep refining your craft and enjoy the rewards coming your way."
Leo,What should I focus on to grow my career?,Ace of Wands,Ace of Pentacles,Seven of Wands,"Reading:  Leo, new opportunities are coming your way (Ace of Wands, Ace of Pentacles).  You'll need to defend your ideas and progress (Seven of Wands). Seize the moment and be ready to put in the work."
Capricorn,What skills should I develop to advance?,Two of Pentacles,Eight of Wands,Five of Wands,"Capricorn, the Two of Pentacles suggests improving your time management and multitasking.  The Eight of Wands points to quick learning and adaptability as valuable assets.  The Five of Wands shows you'll need to handle disagreements constructively.  Focus on balancing your responsibilities, learning quickly, and navigating conflict."
Cancer,Will my efforts at work be rewarded soon?,Nine of Wands,King of Swords,Three of Wands,"Reading:  Cancer, you're almost there, but stay strong and focused (Nine of Wands).  A decisive person may hold the key to your success (King of Swords).  New opportunities are coming that build on your past work (Three of Wands). Keep pushing forward; you're on the right track."
Leo,What does the future hold for my career?,Ace of Wands,Ten of Swords,Knight of Pentacles,"Reading:  Leo, a burst of creative energy (Ace of Wands) may lead to a temporary career setback (Ten of Swords).  You'll rebuild slowly and steadily with practicality (Knight of Pentacles).  Be patient and persistent."
Virgo,Am I undervaluing my professional worth?,Eight of Wands,Death,The Star,"Virgo, the Eight of Wands, Death, and The Star suggest swift changes are coming to redefine your career.  You're ready to leave old valuations behind and embrace new opportunities.  Believe in your potential to achieve greater things."
Virgo,Is my leadership being acknowledged?,Five of Wands,Three of Swords,The Moon,"Reading:  Virgo, you're facing some conflict and confusion around your role (Five of Wands, Three of Swords).  Hidden agendas or unspoken resentments may be clouding the picture (The Moon).  It's unclear if your leadership is fully seen right now.  Talk openly with others to gain clarity."
